MERGE Category,Data Source,Original Variable Name,Modified Variable Name/Label,Unit,MERGE Pre-Calculation,Description,Selected Value (Areal Calculation),Temperal Coverage,Temperal Resolution,Geo Coverage,Original DB Table Name,Original Data Source
Socio-demographic Indicators,GDL - Area Data - v44,waz,Weight for Age Z-Score,Standard Deviation,-,"Number of SD below or above the median weight-for-age of the WHO Growth Standard
Weight for age Z-score",Original Raw Value (Areal value aggregated by GDL),1991 to 2023,Yearly,Admin Level 0-2,geospatial_data_gdl,GDL-AreaData44.csv
Socio-demographic Indicators,GDL - Area Data - v44,whz,Weight for Height Z-Score,Standard Deviation,-,"Number of SD below or above the median weight-for-height of the WHO Growth Standard
Weight for height Z-score",Original Raw Value (Areal value aggregated by GDL),1991 to 2023,Yearly,Admin Level 0-2,geospatial_data_gdl,GDL-AreaData44.csv
Socio-demographic Indicators,GDL - Area Data - v44,womedyr25,Average Years of Education (Women 25+),Year,-,Mean years education of women aged 25+ in region,Original Raw Value (Areal value aggregated by GDL),1991 to 2023,Yearly,Admin Level 0-2,geospatial_data_gdl,GDL-AreaData44.csv
Socio-demographic Indicators,GDL - Area Data - v44,workwom,Percentage of Women in Paid Employment,Percentage,-,Percentage of women in paid employment,Original Raw Value (Areal value aggregated by GDL),1991 to 2023,Yearly,Admin Level 0-2,geospatial_data_gdl,GDL-AreaData44.csv
Socio-demographic Indicators,GDL - Area Data - v44,wwrkhigh,Percentage of Women Employed in Upper Nonfarm Jobs,Percentage,-,"Percentage of employed women who work in upper nonfarm jobs (professional, managerial, technical)",Original Raw Value (Areal value aggregated by GDL),1991 to 2023,Yearly,Admin Level 0-2,geospatial_data_gdl,GDL-AreaData44.csv
Socio-demographic Indicators,GDL - Area Data - v44,wwrklow,Percentage of Women Employed in Lower Nonfarm Jobs,Percentage,-,"Percentage of employed women who work in lower nonfarm jobs (clerical, sales, services, manual labor)",Original Raw Value (Areal value aggregated by GDL),1991 to 2023,Yearly,Admin Level 0-2,geospatial_data_gdl,GDL-AreaData44.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,edindex,Educational Index,-,-,"Educational index
1. Mean years of schooling of adults aged 25+ 2. Expected years of schooling of children aged 6",Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,edindexf,Educational Index - Female,-,-,"Educational index females
1. Mean years of schooling of adults aged 25+ 2. Expected years of schooling of children aged 6",Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,edindexm,Educational Index - Male,-,-,Educational index males 1. Mean years of schooling of adults aged 25+ 2. Expected years of schooling of children aged 6,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,healthindex,Health Index,-,-,Health index,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,healthindexf,Health Index - Female,-,-,Health index females,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,healthindexm,Health Index - Male,-,-,Health index males,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,incindex,Income Index,US$,-,"Gross National Income per capita (PPP, 2011 US$)",Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,lgnic,Log Gross National Income Per Capita ,US$,-,Log Gross National Income per capita in thousands of US Dollars (2011 PPP),Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,lifexp,Life Expectancy,Year,-,Life expectancy at birth,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,lifexpf,Life Expectancy (Female),Year,-,Life expectancy at birth females,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,lifexpm,Life Expectancy (Male),Year,-,Life expectancy at birth males,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,pop,GDL - Population Count (pop),Number of people,-,Population size,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,sgdi,Subnational Gender Development Index (SGDI),-,-,"The SGDI was subsequently created by dividing the female version of the SHDI by the male version of the SHDI. To make these gender-specific SHDIs, exactly the same procedure was used as with the general SHDI, but using gender specific versions of the indicators for education, health and standard of living.",Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,shdi,Subnational Human Development Index (SHDI),-,-,Average of the subnational values of three dimensions,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,shdif,Subnational Human Development Index (SHDI) - Female,-,-,Subnational Human Development Index females,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,GDL - SHDI SGDI - v7.0,shdim,Subnational Human Development Index (SHDI) - Male,-,-,Subnational Human Development Index males,Original Raw Value (Areal value aggregated by GDL),1990 to 2021,Yearly,Admin Level 0-2,geospatial_data_gdl,SHDI-SGDI-Total 7.0.csv
Socio-demographic Indicators,WorldPop - Population Weighted Density - Unconstrained,Population_Weighted_Density_G,WorldPop - Population Weighted Density - Geometric Mean,Number of people,-,Population Weighted Density based on the geometric mean,Avarage of area,"2000, 2005, 2010, 2015, 2020",Yearly,Admin Level 0-1,geospatial_data_worldpop_pwd,WorldPop
Socio-demographic Indicators,WorldPop - Population Count - Unconstrained - UN adjusted - 1 km,population_count,WorldPop - Population Count,Number of people,-,Estimated total number of people per grid-cell (1km),Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop,WorldPop
Socio-demographic Indicators,WorldPop - Population Desity - Unconstrained - UN adjusted - 1 km,population_density,WorldPop - Population Density,Number of people,-,Estimated population density per grid-cell (1 km),Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_0_count,Total Female Population Age <1,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 0-before1",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_1_count,Total Female Population Age 1-4,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 1-4",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_5_count,Total Female Population Age 5-9,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 5-9",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_10_count,Total Female Population Age 10-14,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 10-14",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_15_count,Total Female Population Age 15-19,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 15-19",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_20_count,Total Female Population Age 20-24,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 20-24",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_25_count,Total Female Population Age 25-29,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 25-29",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_30_count,Total Female Population Age 30-34,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 30-34",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_35_count,Total Female Population Age 35-39,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 35-39",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_40_count,Total Female Population Age 40-44,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 40-44",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_45_count,Total Female Population Age 45-49,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 45-49",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_50_count,Total Female Population Age 50-54,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 50-54",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_55_count,Total Female Population Age 55-59,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 55-59",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_60_count,Total Female Population Age 60-64,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 60-64",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_65_count,Total Female Population Age 65-69,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 65-69",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_70_count,Total Female Population Age 70-74,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 70-74",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_75_count,Total Female Population Age 75-79,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 75-79",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_f_80_count,Total Female Population Age 80+,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Female, Age 80+",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_0_count,Total Male Population Age <1,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 0-before1",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_1_count,Total Male Population Age 1-4,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 1-4",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_5_count,Total Male Population Age 5-9,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 5-9",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_10_count,Total Male Population Age 10-14,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 10-14",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_15_count,Total Male Population Age 15-19,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 15-19",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_20_count,Total Male Population Age 20-24,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 20-24",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_25_count,Total Male Population Age 25-29,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 25-29",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_30_count,Total Male Population Age 30-34,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 30-34",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_35_count,Total Male Population Age 35-39,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 35-39",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_40_count,Total Male Population Age 40-44,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 40-44",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_45_count,Total Male Population Age 45-49,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 45-49",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_50_count,Total Male Population Age 50-54,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 50-54",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_55_count,Total Male Population Age 55-59,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 55-59",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_60_count,Total Male Population Age 60-64,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 60-64",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_65_count,Total Male Population Age 65-69,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 65-69",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_70_count,Total Male Population Age 70-74,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 70-74",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_75_count,Total Male Population Age 75-79,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 75-79",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2000-2020,population_sex_age_m_80_count,Total Male Population Age 80+,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2000-2020): Male, Age 80+",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_0_4_count,Total Female Population Aged 0-4 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 0-4",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_5_9_count,Total Female Population Aged 5-9 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 5-9",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_10_14_count,Total Female Population Aged 10-14 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 10-14",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_15_19_count,Total Female Population Aged 15-19 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 15-19",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_20_24_count,Total Female Population Aged 20-24 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 20-24",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_25_29_count,Total Female Population Aged 25-29 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 25-29",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_30_34_count,Total Female Population Aged 30-34 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 30-34",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_35_39_count,Total Female Population Aged 35-39 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 35-39",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_40_44_count,Total Female Population Aged 40-44 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 40-44",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_45_49_count,Total Female Population Aged 45-49 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 45-49",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_50_54_count,Total Female Population Aged 50-54 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 50-54",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_55_59_count,Total Female Population Aged 55-59 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 55-59",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_60_64_count,Total Female Population Aged 60-64 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 60-64",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_65_69_count,Total Female Population Aged 65-69 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 65-69",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_70_74_count,Total Female Population Aged 70-74 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 70-74",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_75_79_count,Total Female Population Aged 75-79 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 75-79",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_80_84_count,Total Female Population Aged 80-84 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 80-84",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_85_89_count,Total Female Population Aged 85-89 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 85-89",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_90_94_count,Total Female Population Aged 90-94 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 90-94",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
